mass1,mass2,mass3
3.9269908169872427,2.7143360527015816,5.0893800988154645
6.027401924133301,6.98062801361084,6.088552474975586
6.027401924133301,6.98062801361084,6.088552474975586
3.0274648666381836,7.6388630867004395,3.5117907524108887
3.0274648666381836,7.6388630867004395,3.5117907524108887
5.20417594909668,6.5792951583862305,4.863455772399902
5.20417594909668,6.5792951583862305,4.863455772399902
7.7264323234558105,8.22795581817627,5.045991897583008
7.7264323234558105,8.22795581817627,5.045991897583008
7.029387950897217,8.686006546020508,7.892664432525635
7.029387950897217,8.686006546020508,7.892664432525635
3.4335238933563232,8.275157928466797,8.468955039978027
3.4335238933563232,8.275157928466797,8.468955039978027
3.479726791381836,1.2908287048339844,3.715348720550537
3.479726791381836,1.2908287048339844,3.715348720550537
8.010934829711914,1.2513697147369385,6.200726509094238
8.010934829711914,1.2513697147369385,6.200726509094238
6.465371608734131,8.50273323059082,7.783919334411621
6.465371608734131,8.50273323059082,7.783919334411621
7.302259922027588,1.3302359580993652,9.974170684814453
7.302259922027588,1.3302359580993652,9.974170684814453
7.599948883056641,3.1654245853424072,9.001401901245117
7.599948883056641,3.1654245853424072,9.001401901245117
2.60732364654541,8.907267570495605,2.3345437049865723
2.60732364654541,8.907267570495605,2.3345437049865723
1.991294264793396,5.425151348114014,3.4345898628234863
1.991294264793396,5.425151348114014,3.4345898628234863
8.05361270904541,6.205055236816406,8.209238052368164
8.05361270904541,6.205055236816406,8.209238052368164
9.9268217086792,7.165326118469238,5.856554985046387
9.9268217086792,7.165326118469238,5.856554985046387
9.65317153930664,6.766506195068359,7.145589828491211
9.65317153930664,6.766506195068359,7.145589828491211
9.653708457946777,2.2073848247528076,9.477361679077148
9.653708457946777,2.2073848247528076,9.477361679077148
9.206541061401367,6.136903285980225,6.922449588775635
9.206541061401367,6.136903285980225,6.922449588775635
5.862752914428711,2.801863431930542,6.424149513244629
5.862752914428711,2.801863431930542,6.424149513244629
6.008460521697998,7.5102219581604,6.066872596740723
6.008460521697998,7.5102219581604,6.066872596740723
5.283071517944336,9.605287551879883,9.533366203308105
5.283071517944336,9.605287551879883,9.533366203308105
8.938138961791992,4.373331069946289,6.4494500160217285
8.938138961791992,4.373331069946289,6.4494500160217285
3.329355001449585,9.656972885131836,5.95841121673584
3.329355001449585,9.656972885131836,5.95841121673584
9.26404094696045,7.2063188552856445,5.12116003036499
9.26404094696045,7.2063188552856445,5.12116003036499
9.181380271911621,3.302929401397705,3.540529251098633
9.181380271911621,3.302929401397705,3.540529251098633
9.309744834899902,9.483890533447266,3.565868854522705
9.309744834899902,9.483890533447266,3.565868854522705
4.1674065589904785,8.783641815185547,1.31281316280365
4.1674065589904785,8.783641815185547,1.31281316280365
1.8097769021987915,4.492288112640381,5.6983747482299805
1.8097769021987915,4.492288112640381,5.6983747482299805
8.895029067993164,6.491814613342285,7.591071605682373
8.895029067993164,6.491814613342285,7.591071605682373
3.9732513427734375,3.0062918663024902,1.9064853191375732
3.9732513427734375,3.0062918663024902,1.9064853191375732
5.336057186126709,6.720355033874512,3.26627254486084
5.336057186126709,6.720355033874512,3.26627254486084
8.342839241027832,4.831028461456299,9.104400634765625
8.342839241027832,4.831028461456299,9.104400634765625
2.148662567138672,9.10525131225586,6.503178596496582
2.148662567138672,9.10525131225586,6.503178596496582
9.716302871704102,5.548791408538818,1.505899429321289
9.716302871704102,5.548791408538818,1.505899429321289
6.809514045715332,2.0122764110565186,3.7267346382141113
6.809514045715332,2.0122764110565186,3.7267346382141113
2.4535024166107178,5.160355091094971,5.0906500816345215
2.4535024166107178,5.160355091094971,5.0906500816345215
4.540096759796143,6.303094863891602,7.396913051605225
4.540096759796143,6.303094863891602,7.396913051605225
7.9757513999938965,6.360633850097656,7.303130149841309
7.9757513999938965,6.360633850097656,7.303130149841309
6.611826419830322,3.1846046447753906,5.618722915649414
6.611826419830322,3.1846046447753906,5.618722915649414
2.34694504737854,2.4535694122314453,7.782108783721924
2.34694504737854,2.4535694122314453,7.782108783721924
9.734371185302734,2.800931692123413,6.298849105834961
9.734371185302734,2.800931692123413,6.298849105834961
4.15037202835083,5.1604743003845215,9.525896072387695
4.15037202835083,5.1604743003845215,9.525896072387695
6.011492729187012,1.1519407033920288,6.325760364532471
6.011492729187012,1.1519407033920288,6.325760364532471
3.277841329574585,5.3683366775512695,7.534758567810059
3.277841329574585,5.3683366775512695,7.534758567810059
4.332737445831299,6.351021766662598,1.0952415466308594
4.332737445831299,6.351021766662598,1.0952415466308594
2.4384939670562744,9.379076957702637,1.633441686630249
2.4384939670562744,9.379076957702637,1.633441686630249
2.5196847915649414,5.171504020690918,9.405324935913086
2.5196847915649414,5.171504020690918,9.405324935913086
4.803082466125488,6.795229434967041,6.676669120788574
4.803082466125488,6.795229434967041,6.676669120788574
2.398982286453247,6.2736406326293945,9.461348533630371
2.398982286453247,6.2736406326293945,9.461348533630371
6.801102638244629,7.667941093444824,7.869287967681885
6.801102638244629,7.667941093444824,7.869287967681885
2.3316192626953125,9.540127754211426,6.735891342163086
2.3316192626953125,9.540127754211426,6.735891342163086
4.716343402862549,6.250033378601074,3.358933925628662
4.716343402862549,6.250033378601074,3.358933925628662
3.0093917846679688,2.201415538787842,7.523820877075195
3.0093917846679688,2.201415538787842,7.523820877075195
5.571908950805664,9.188655853271484,4.002521991729736
5.571908950805664,9.188655853271484,4.002521991729736
2.2061004638671875,7.529153823852539,1.3358619213104248
2.2061004638671875,7.529153823852539,1.3358619213104248
1.0488837957382202,8.385632514953613,8.96471118927002
1.0488837957382202,8.385632514953613,8.96471118927002
6.783554553985596,9.478435516357422,1.0170807838439941
6.783554553985596,9.478435516357422,1.0170807838439941
3.5577914714813232,2.2175588607788086,5.580852508544922
3.5577914714813232,2.2175588607788086,5.580852508544922
3.9823622703552246,2.9786765575408936,9.621310234069824
3.9823622703552246,2.9786765575408936,9.621310234069824
4.8255133628845215,3.909020185470581,4.231962203979492
4.8255133628845215,3.909020185470581,4.231962203979492
4.788663864135742,2.615306854248047,8.00391674041748
4.788663864135742,2.615306854248047,8.00391674041748
6.05621862411499,1.1991143226623535,6.889050483703613
6.05621862411499,1.1991143226623535,6.889050483703613
1.1324584484100342,1.5969318151474,8.16934585571289
1.1324584484100342,1.5969318151474,8.16934585571289
2.314697742462158,2.324789047241211,9.788656234741211
2.314697742462158,2.324789047241211,9.788656234741211
9.278446197509766,8.857935905456543,3.850637197494507
9.278446197509766,8.857935905456543,3.850637197494507
8.938573837280273,8.967973709106445,8.223953247070312
8.938573837280273,8.967973709106445,8.223953247070312
3.3871042728424072,2.2274136543273926,2.670722007751465
3.3871042728424072,2.2274136543273926,2.670722007751465
1.4551596641540527,9.90539264678955,1.2286864519119263
1.4551596641540527,9.90539264678955,1.2286864519119263
1.6512755155563354,6.764557838439941,5.646235466003418
1.6512755155563354,6.764557838439941,5.646235466003418
5.479770183563232,5.240032196044922,7.948707103729248
5.479770183563232,5.240032196044922,7.948707103729248
5.166234493255615,4.167377471923828,8.612100601196289
5.166234493255615,4.167377471923828,8.612100601196289
2.1035895347595215,1.1860994100570679,1.1993610858917236
2.1035895347595215,1.1860994100570679,1.1993610858917236
9.017120361328125,4.895405292510986,5.306019306182861
9.017120361328125,4.895405292510986,5.306019306182861
9.205253601074219,4.430004596710205,5.736248016357422
9.205253601074219,4.430004596710205,5.736248016357422
