mass1,mass2,mass3
3.9269908169872427,2.7143360527015816,5.0893800988154645
5.588013648986816,5.898064613342285,1.227544903755188
5.588013648986816,5.898064613342285,1.227544903755188
4.3336334228515625,1.8624417781829834,7.213613510131836
4.3336334228515625,1.8624417781829834,7.213613510131836
6.889641284942627,7.189667224884033,8.286015510559082
6.889641284942627,7.189667224884033,8.286015510559082
9.322369575500488,6.209879398345947,8.479269981384277
9.322369575500488,6.209879398345947,8.479269981384277
2.0510363578796387,1.955856442451477,3.162780523300171
2.0510363578796387,1.955856442451477,3.162780523300171
4.637736797332764,3.8790712356567383,9.717799186706543
4.637736797332764,3.8790712356567383,9.717799186706543
1.8703858852386475,5.639774799346924,5.883243560791016
1.8703858852386475,5.639774799346924,5.883243560791016
8.95216178894043,9.99752426147461,1.9842016696929932
8.95216178894043,9.99752426147461,1.9842016696929932
8.20131778717041,5.933338165283203,2.414803981781006
8.20131778717041,5.933338165283203,2.414803981781006
6.379961967468262,3.1005942821502686,9.845725059509277
6.379961967468262,3.1005942821502686,9.845725059509277
5.739933013916016,9.314813613891602,1.1603695154190063
5.739933013916016,9.314813613891602,1.1603695154190063
7.577387809753418,8.083559036254883,5.562318801879883
7.577387809753418,8.083559036254883,5.562318801879883
3.199977397918701,7.230319499969482,9.788297653198242
3.199977397918701,7.230319499969482,9.788297653198242
6.462737083435059,1.254755973815918,1.9467101097106934
6.462737083435059,1.254755973815918,1.9467101097106934
5.922846794128418,9.07434368133545,5.63050651550293
5.922846794128418,9.07434368133545,5.63050651550293
7.787985324859619,3.2297534942626953,9.327109336853027
7.787985324859619,3.2297534942626953,9.327109336853027
4.666199684143066,3.588120937347412,7.160127639770508
4.666199684143066,3.588120937347412,7.160127639770508
3.4065871238708496,7.119199752807617,9.433269500732422
3.4065871238708496,7.119199752807617,9.433269500732422
8.023082733154297,1.7218095064163208,1.9748660326004028
8.023082733154297,1.7218095064163208,1.9748660326004028
1.8965637683868408,4.053561210632324,8.515451431274414
1.8965637683868408,4.053561210632324,8.515451431274414
5.248918056488037,7.704482078552246,2.707385301589966
5.248918056488037,7.704482078552246,2.707385301589966
9.94714641571045,2.4509387016296387,2.7970151901245117
9.94714641571045,2.4509387016296387,2.7970151901245117
6.947328090667725,4.842313766479492,8.71312427520752
6.947328090667725,4.842313766479492,8.71312427520752
5.163367748260498,1.5291743278503418,5.849008560180664
5.163367748260498,1.5291743278503418,5.849008560180664
9.884418487548828,8.064559936523438,6.712921619415283
9.884418487548828,8.064559936523438,6.712921619415283
3.482916831970215,9.120391845703125,8.843716621398926
3.482916831970215,9.120391845703125,8.843716621398926
3.2057995796203613,8.200502395629883,8.893112182617188
3.2057995796203613,8.200502395629883,8.893112182617188
9.861113548278809,3.950416326522827,1.1397318840026855
9.861113548278809,3.950416326522827,1.1397318840026855
5.761062145233154,4.603268146514893,8.809663772583008
5.761062145233154,4.603268146514893,8.809663772583008
6.801447868347168,3.5545294284820557,7.673973083496094
6.801447868347168,3.5545294284820557,7.673973083496094
3.3682098388671875,5.253868579864502,2.6639935970306396
3.3682098388671875,5.253868579864502,2.6639935970306396
5.571767807006836,7.930089473724365,8.694976806640625
5.571767807006836,7.930089473724365,8.694976806640625
9.21517276763916,5.012956619262695,6.445982456207275
9.21517276763916,5.012956619262695,6.445982456207275
4.739719867706299,1.1582061052322388,3.4159557819366455
4.739719867706299,1.1582061052322388,3.4159557819366455
8.396413803100586,1.7827973365783691,2.911468267440796
8.396413803100586,1.7827973365783691,2.911468267440796
5.699026107788086,3.0749101638793945,7.534564018249512
5.699026107788086,3.0749101638793945,7.534564018249512
3.723172426223755,2.0427966117858887,9.867680549621582
3.723172426223755,2.0427966117858887,9.867680549621582
6.154875755310059,2.2250354290008545,8.659299850463867
6.154875755310059,2.2250354290008545,8.659299850463867
6.678018569946289,2.5775599479675293,5.880436897277832
6.678018569946289,2.5775599479675293,5.880436897277832
6.251895904541016,5.918967247009277,4.9958624839782715
6.251895904541016,5.918967247009277,4.9958624839782715
4.693267822265625,9.889565467834473,2.5422611236572266
4.693267822265625,9.889565467834473,2.5422611236572266
7.859410285949707,2.84769868850708,5.056433200836182
7.859410285949707,2.84769868850708,5.056433200836182
6.5579400062561035,9.385177612304688,1.2095097303390503
6.5579400062561035,9.385177612304688,1.2095097303390503
3.8457560539245605,6.499878883361816,2.0262324810028076
3.8457560539245605,6.499878883361816,2.0262324810028076
7.6113667488098145,9.032230377197266,3.105088233947754
7.6113667488098145,9.032230377197266,3.105088233947754
7.0510993003845215,3.0913610458374023,1.1750175952911377
7.0510993003845215,3.0913610458374023,1.1750175952911377
5.397149085998535,7.561668395996094,4.622684478759766
5.397149085998535,7.561668395996094,4.622684478759766
4.25747537612915,6.648705959320068,2.4686248302459717
4.25747537612915,6.648705959320068,2.4686248302459717
9.530632972717285,7.302665710449219,9.92008113861084
9.530632972717285,7.302665710449219,9.92008113861084
4.396327972412109,3.1828670501708984,1.936288595199585
4.396327972412109,3.1828670501708984,1.936288595199585
6.820924758911133,8.69216537475586,1.052514672279358
6.820924758911133,8.69216537475586,1.052514672279358
6.706814765930176,6.504005432128906,3.1005473136901855
6.706814765930176,6.504005432128906,3.1005473136901855
3.2186965942382812,3.1151530742645264,1.580579161643982
3.2186965942382812,3.1151530742645264,1.580579161643982
1.2280333042144775,5.499987602233887,3.9086217880249023
1.2280333042144775,5.499987602233887,3.9086217880249023
7.738250732421875,9.022192001342773,2.0589001178741455
7.738250732421875,9.022192001342773,2.0589001178741455
9.770628929138184,5.377097129821777,7.829747200012207
9.770628929138184,5.377097129821777,7.829747200012207
4.410076141357422,3.8110477924346924,5.776516914367676
4.410076141357422,3.8110477924346924,5.776516914367676
3.0309040546417236,7.308169841766357,4.548933982849121
3.0309040546417236,7.308169841766357,4.548933982849121
7.001753807067871,7.994179725646973,7.188964366912842
7.001753807067871,7.994179725646973,7.188964366912842
1.8635833263397217,3.560751438140869,2.489889621734619
1.8635833263397217,3.560751438140869,2.489889621734619
4.298313617706299,5.9939117431640625,5.239192008972168
4.298313617706299,5.9939117431640625,5.239192008972168
6.599717617034912,9.78557014465332,1.4804203510284424
6.599717617034912,9.78557014465332,1.4804203510284424
8.13243579864502,2.4668333530426025,9.390116691589355
8.13243579864502,2.4668333530426025,9.390116691589355
4.628755569458008,5.368132591247559,8.807685852050781
4.628755569458008,5.368132591247559,8.807685852050781
2.7952065467834473,8.919240951538086,3.0803990364074707
2.7952065467834473,8.919240951538086,3.0803990364074707
9.08017635345459,4.27329683303833,4.505291938781738
9.08017635345459,4.27329683303833,4.505291938781738
7.950829982757568,1.0009390115737915,5.407833099365234
7.950829982757568,1.0009390115737915,5.407833099365234
4.02943754196167,9.899141311645508,4.377120494842529
4.02943754196167,9.899141311645508,4.377120494842529
4.435050964355469,2.9159536361694336,9.659481048583984
4.435050964355469,2.9159536361694336,9.659481048583984
9.403009414672852,1.6761457920074463,8.486031532287598
9.403009414672852,1.6761457920074463,8.486031532287598
8.305010795593262,1.0803216695785522,9.5674409866333
8.305010795593262,1.0803216695785522,9.5674409866333
4.358604907989502,9.000068664550781,8.545872688293457
4.358604907989502,9.000068664550781,8.545872688293457
2.638026237487793,8.063275337219238,7.946541786193848
2.638026237487793,8.063275337219238,7.946541786193848
9.808055877685547,8.745959281921387,8.91379165649414
9.808055877685547,8.745959281921387,8.91379165649414
5.709285259246826,2.8685340881347656,5.485283374786377
5.709285259246826,2.8685340881347656,5.485283374786377
2.4455857276916504,5.217384338378906,7.478253364562988
